Accident_Id;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202200000364;3;5;2022;19:15;1;64;64024;2;9;1;3;Avenue de Bayonne;43,4817605980; -1,5095552820
202200000365;4;5;2022;14:45;1;59;59350;2;1;1;3;ESPLANADE FACADE;50,6420300000;3,0534900000
202200000366;29;4;2022;15:55;1;57;57672;2;1;1;6;GENERAL MANGIN (RUE);49,3567900000;6,1577280000
202200000367;2;5;2022;13:15;1;56;56121;2;3;1;3;198 Rue de Belgique;47,7616000000; -3,3882000000
202200000368;4;5;2022;13:30;1;51;51454;2;1;1;4;rue du Grand Credo;49,2548800000;4,0352500000
202200000369;3;5;2022;17:00;1;49;49328;2;3;1;3;BOUDENT (RUE JEAN);47,2530800000; -0,0892800000
202200000370;4;5;2022;02:01;5;49;49007;2;1;1;6;PASTEUR AVENUE;47,4741200000; -0,5373200000
202200000371;4;5;2022;22:40;5;38;38185;2;2;2;3;COURS JEAN JAURÈS;45,1826800000;5,7171600000
202200000372;4;5;2022;08:15;1;37;37122;2;1;1;4;BRETONNIERES (BOULEVARD DES);47,3435792180;0,6269904971
202200000373;4;5;2022;08:40;1;35;35238;2;1;1;7;MAGINOT (AVENUE SERGENT);48,1100100000; -1,6623100000
202200000374;4;5;2022;08:30;1;34;34129;2;3;1;3;113 Route de Villeneuve-les-Maguelone;43,5554700000;3,8603700000
202200000375;2;5;2022;07:50;1;34;34032;1;1;1;3;D612;43,3624800000;3,2429270000
202200000376;1;5;2022;20:30;1;33;33119;2;1;1;6;Rue du Maréchal Joffre;44,8536500000; -0,5352600000
202200000377;21;4;2022;16:40;1;29;29019;2;3;1;3;Boulevard de l’Europe;48,4074050000; -4,5222590000
202200000378;4;5;2022;15:25;1;28;28404;2;1;7;3;PRESSOIR (RUE DU);48,7233610000;1,3689670000
202200000379;5;5;2022;00:45;5;25;25056;2;5;1;6;;47,2377900000;6,0148800000
202200000380;4;5;2022;08:25;1;17;17028;2;6;1;3;GRASSET   AVENUE EDMOND;46,1348700000; -1,1204700000
202200000381;29;4;2022;18:10;1;15;15014;2;1;1;6;DOUMER (AVENUE PAUL);44,9263300000;2,4454400000
202200000382;3;5;2022;11:13;1;13;13103;2;2;1;3;BOULEVARD DU ROY RENE;43,6318960713;5,1000122584
202200000383;4;5;2022;13:10;1;13;13206;2;2;1;2;GOUFFE (COURS);43,2854500000;5,3898500000
202200000384;4;5;2022;10:00;1;13;13215;2;6;1;3;DE SAINT LOUIS AU ROVE (chemin);43,3482600000;5,3560900000
202200000385;4;5;2022;07:30;1;13;13206;2;1;1;3;LIEUTAUD (COURS);43,2900100000;5,3836200000
202200000386;4;5;2022;10:30;1;13;13001;2;3;1;3;COSTE JEAN PAUL (AV );43,5134382639;5,4553753741
202200000387;3;5;2022;08:32;1;11;11069;2;1;1;6;RIVOLI  -BD ET IMPASSE-;43,2269700000;2,3522600000
202200000388;3;5;2022;08:38;1;10;10081;2;1;1;2;ROCADE EST (RD 610);48,3296700000;4,0458000000
202200000389;4;5;2022;21:40;5;07;07186;2;1;2;6;Avenue du Vanel;44,7371560000;4,6124070000
202200000390;3;5;2022;19:05;1;07;07102;2;1;1;6;TOULAUD (CHEMIN DE);44,9278700000;4,8555800000
202200000391;3;5;2022;20:40;1;75;75120;2;1;1;2;BD PERIPHERIQUE INTERIEUR;48,8747450000;2,4105430000
202200000392;4;5;2022;07:06;1;75;75119;2;1;1;2;RUE GASTON TESSIER;48,8961810000;2,3750560000
202200000393;4;5;2022;06:19;2;75;75119;2;2;1;3;RUE DE BELLEVILLE;48,8754620000;2,3979220000
202200000394;30;4;2022;00:50;5;75;75119;2;1;1;1;QUAI DE L OISE;48,8914380000;2,3850170000
202200000395;3;5;2022;10:20;1;75;75119;2;1;1;4;BD PERIPHERIQUE EXTERIEUR;48,9003590000;2,3766420000
202200000396;3;5;2022;14:40;1;75;75118;2;5;1;3;RUE ORDENER;48,8936240000;2,3363550000
202200000397;3;5;2022;20:00;1;75;75115;2;7;1;3;PLACE DES INSURGES DE VARSOVIE;48,8275720000;2,2929310000
202200000398;4;5;2022;12:30;1;75;75114;2;1;1;6;RUE REMY DUMONCEL;48,8296650000;2,3304160000
202200000399;3;5;2022;12:30;1;75;75113;2;2;1;6;BOULEVARD DU GENERAL JEAN SIMON;48,8259757143;2,3826304078
202200000400;4;5;2022;05:09;5;75;75110;2;2;1;6;RUE DU FAUBOURG SAINT MARTIN;48,8816060000;2,3657710000
202200000401;4;5;2022;19:10;1;75;75108;2;7;1;3;PLACE DE LA CONCORDE;48,8640607303;2,3201134801
202200000402;4;5;2022;15:00;1;75;75107;2;2;1;3;PONT DES INVALIDES;48,8625730000;2,3104080000
202200000403;4;5;2022;14:30;1;75;75104;2;3;1;7;RUE DU RENARD;48,8603250000;2,3530030000
202200000404;4;5;2022;09:20;1;75;75104;2;7;1;3;QUAI DE GESVRES;48,8571810000;2,3473330000
202200000405;3;5;2022;17:00;1;75;75101;2;2;1;3;RUE DE RIVOLI;48,8609090000;2,3408390000
202200000406;3;5;2022;11:04;1;75;75104;2;2;1;6;RUE DES DEUX PONTS;48,8518310000;2,3565480000
202200000407;3;5;2022;09:10;1;75;75104;2;3;1;7;RUE DE RIVOLI;48,8550970000;2,3616800000
202200000408;4;5;2022;15:10;1;94;94078;2;1;1;3;Avenue Carnot;48,7330600000;2,4486100000
202200000409;4;5;2022;12:30;1;94;94037;2;1;1;2;Avenue Jean Jaurès;48,8136400000;2,3505900000
202200000410;4;5;2022;12:15;1;94;94003;2;1;1;2;Avenue Gabriel Péri;48,7979800000;2,3433700000
202200000411;3;5;2022;23:03;5;94;94016;2;1;1;7;Rue Etienne Dolet;48,7926210853;2,3377833365
202200000412;4;5;2022;16:54;1;94;94041;2;1;1;3;Avenue de Verdun;48,8085100000;2,3737500000
202200000413;4;5;2022;18:40;1;94;94073;2;1;1;6;2 Rue du Docteur Marie;48,7462320000;2,3716910000
202200000414;4;5;2022;09:10;1;94;94034;2;6;1;6;DEPORTATION (CAR DE LA);48,7577700000;2,3292400000
202200000415;4;5;2022;12:50;1;94;94018;2;4;1;6;GRAVELLE (AV DE);48,8296100000;2,4011300000
202200000416;4;5;2022;18:45;1;93;93078;1;6;1;2;Avenue Vauban;48,9669049273;2,5519759657
202200000417;3;5;2022;13:00;1;93;93078;2;2;1;1;Boulevard Robert Ballanger / Rue Norbert Segard;48,9560000000;2,5405000000
202200000418;4;5;2022;18:45;1;93;93070;2;1;1;6;Rue la Clef des Champs;48,9150800000;2,3310000000
202200000419;4;5;2022;17:47;1;93;93070;2;1;1;6;Boulevard Victor Hugo;48,9113100000;2,3326000000
202200000420;3;5;2022;20:00;2;93;93029;2;1;1;6;63 Rue Roger Gibrat;48,9200790000;2,4494210000
202200000421;4;5;2022;20:00;1;93;93010;2;1;2;6;Rue de Varsovie;48,8928380000;2,4766550000
202200000422;4;5;2022;17:00;1;93;93001;2;1;1;1;Avenue de la République;48,9084440000;2,3873550000
202200000423;4;5;2022;14:30;1;93;93001;2;3;1;2;Avenue Jean Jaurès;48,9103852057;2,3992601037
202200000424;4;5;2022;17:00;1;92;92051;2;1;1;3;CHARLES DE GAULLE (AVENUE, N°27 A 129);48,8802183655;2,2739046514
202200000425;4;5;2022;20:45;1;92;92020;2;9;1;3;EXUPERY AVENUE SAINT;48,8081386378;2,2983136922
202200000426;4;5;2022;12:00;1;92;92024;2;1;1;6;VILLENEUVE (RUE) DE (1 A 45)   (2 A 44);48,9045636888;2,3081863672
202200000427;6;5;2022;13:30;1;80;80016;1;1;1;2;D52;49,9897720000;2,6389100000
202200000428;5;5;2022;17:35;1;17;17455;1;2;1;3;D128;45,8950300000; -0,8550520000
202200000429;4;5;2022;14:10;1;42;42338;1;3;1;3;Route de Roanne;46,0931850000;4,1192780000
202200000430;4;5;2022;10:00;1;972;97222;1;3;1;3;D3;14,6798870000; -60,9809550000
202200000431;25;3;2022;16:25;1;09;09225;2;1;1;1;VILLENEUVE ROUTE DE;43,1325700000;1,6236900000
202200000432;5;5;2022;21:30;2;26;26338;1;1;1;2;A7, PK 112.900;44,5762690000;4,8071840000
202200000433;25;3;2022;14:32;1;06;06069;1;1;1;1;PEGOMAS (ROUTE DE);43,6235200000;6,9274500000
202200000434;25;3;2022;09:30;1;06;06069;2;1;1;2;AURIBEAU (ROUTE D') -D609-;43,6350240000;6,9117870000
202200000435;6;5;2022;18:35;1;38;38239;2;1;1;3;Route de Grenoble;45,3264520000;5,5797730000
202200000436;24;2;2022;06:15;2;02;02340;1;1;1;7;C.D 1;49,8219700000;3,2992100000
202200000437;26;3;2022;05:40;2;83;83130;1;1;1;6;A57;43,1920154041;6,0376739502
202200000438;6;5;2022;16:30;1;85;85109;2;1;1;3;Rue Nationale;46,8678790000; -0,9957920000
202200000439;26;3;2022;16:50;1;10;10115;1;1;7;6;RD.5;48,3557860000;4,1515548900
202200000440;29;4;2022;06:45;2;30;30209;1;1;1;1;D980;44,0137820000;4,7976460000
202200000441;26;3;2022;09:40;1;974;97410;1;1;1;3;route nationale 03; -21,0762510000;55,6985810000
202200000442;6;5;2022;17:00;1;62;62739;1;1;1;7;D16;50,1833560000;3,0920930000
202200000443;25;3;2022;18:00;1;59;59260;2;1;1;3;Rue Nationale (Les Moëres);51,0166952590;2,5520306826
202200000444;6;5;2022;13:55;1;62;62611;1;1;7;7;Rue de Neuville;50,2416060000;2,8090670000
202200000445;26;3;2022;07:30;1;974;97413;2;1;1;1;268t Chemin Departemental 13; -21,2226610000;55,3197720000
202200000446;6;5;2022;15:20;1;41;41149;1;1;1;7;La Touche;47,7810100000;0,8008220000
202200000447;25;3;2022;23:00;3;83;83100;1;1;1;6;Rd 97;43,2741670000;6,1228660000
202200000448;2;5;2022;19:38;1;95;95149;1;1;1;1;RD 316;49,1290870267;2,4314439297
202200000449;25;3;2022;21:15;3;82;82085;1;1;1;6;1607 Route de Lavilledieu;43,9984430000;1,2519960000
202200000450;5;5;2022;20:00;1;59;59384;1;1;1;6;Route de Landrecies;50,1255970000;3,7351980000
202200000451;26;3;2022;14:00;1;32;32242;1;1;1;6;D27 - PK 2.450;43,4252193056;0,6077332405
202200000452;20;10;2022;18:20;4;75;75111;2;3;8;3;RUE DE CHARONNE;48,8533140000;2,3757320000
202200000453;26;3;2022;14:00;1;89;89259;1;1;1;7;D45;47,7480500000;3,9352130000
202200000454;2;5;2022;17:15;1;56;56166;1;1;1;3;Kergo;47,9336300000; -3,3189900000
202200000455;26;3;2022;17:25;1;89;89382;1;1;1;6;Route de Beaumont;47,9148900000;3,5868430000
202200000456;5;10;2022;14:35;1;94;94041;2;3;1;3;GEORGES GOSNAT (AV);48,8127400000;2,3872300000
202200000457;2;5;2022;16:53;1;82;82112;2;2;1;1;10 Boulevard Camille Delthil;44,1029150000;1,0868790000
202200000458;25;3;2022;18:55;2;61;61086;1;1;1;7;Lieu Dit Verneuillet;48,8982670000;0,1306070000
202200000459;20;10;2022;20:15;5;94;94078;2;1;3;4;HUIT MAI 1945 (AV DU);48,7272500000;2,4453100000
202200000460;26;3;2022;14:00;1;55;55053;1;1;1;7;D16;49,3359940000;5,5490770000
202200000461;5;5;2022;16:10;1;82;82149;1;3;1;3;Route de Negrepelisse;44,1433890000;1,5223490000
202200000462;26;3;2022;13:15;1;34;34284;1;1;1;7;d55 pk2+446;43,5163590000;2,7111360000
202200000463;19;10;2022;19:40;5;94;94033;2;1;1;3;Avenue Ernest Renan;48,8564800000;2,4653500000
202200000464;4;5;2022;14:40;1;33;33125;1;1;1;4;D1215;45,2279970000; -0,8794210000
202200000465;19;10;2022;18:50;3;94;94011;2;3;1;3;Avenue Rodolphe Hottinguer;48,7609800000;2,4931500000
202200000466;26;3;2022;04:50;3;68;68062;1;3;1;3;D419;47,6293670000;7,2271800000
202200000467;4;5;2022;15:50;1;42;42059;2;4;2;3;Rue Jean Jaurès;45,6365170000;4,3953310000
202200000468;26;3;2022;14:35;1;39;39333;1;1;1;1;;46,4429880000;5,7102300000
202200000469;20;10;2022;08:00;1;94;94071;2;3;1;3;Rue de Paris / Rue Marco Polo;48,7735800000;2,5049300000
202200000470;6;5;2022;07:30;1;44;44069;2;1;1;1;2746 route de la baule;47,2967130000; -2,4048310000
202200000471;20;10;2022;04:50;3;77;77291;1;1;2;2;Rue de la Fossette;49,0120663253;2,5967078716
202200000472;6;5;2022;08:30;1;02;02308;1;1;1;7;1 Route Departementale 1043;50,0388480000;3,6976560000
202200000473;25;3;2022;17:05;1;25;25601;2;2;1;6;Rue des Marais;47,1860600000;6,3995900000
202200000474;20;10;2022;11:50;1;93;93048;2;2;1;3;Avenue Gabriel Péri / Rue Rapatel;48,8563300000;2,4450000000
202200000475;24;3;2022;19:00;1;44;44131;1;1;1;1;D66;47,1000980000; -1,9906320000
202200000476;6;5;2022;16:30;1;02;02049;1;1;1;1;;49,5893210000;3,3483300000
202200000477;26;3;2022;05:20;3;29;29241;1;1;1;6;D765 - Coat Meet;47,9427790000; -3,7640670000
202200000478;4;5;2022;16:50;1;03;03227;2;1;1;6;Route de Vichy;46,2277280000;3,3417480000
202200000479;19;10;2022;23:03;5;93;93031;2;2;1;5;Rue de Paris / Avenue du 18 Juin 1940;48,9544000000;2,3082100000
202200000480;25;3;2022;16:30;1;38;38035;2;1;1;3;Route de Lyon;45,5141310000;5,0789470000
202200000481;6;5;2022;07:15;2;85;85089;1;1;1;1;RD160;46,7315669292; -1,2867696061
202200000482;26;3;2022;09:10;1;02;02290;2;9;1;6;6 Avenue du Général de Gaulle;49,0298000000;3,3750240000
202200000483;6;5;2022;02:07;5;72;72006;1;6;1;7;d338 bis;48,4047910000;0,0900360000
202200000484;20;10;2022;06:15;5;92;92050;2;2;2;6;RENAN ERNEST RUE;48,8925257182;2,1869911551
202200000485;6;5;2022;11:30;1;05;05128;1;1;1;7;Lieu dit l'Eglise;44,5854740000;6,5337160000
202200000486;25;3;2022;19:50;3;26;26336;1;1;1;6;RD 538, PK 86+400;44,6322300000;5,0788920000
202200000487;20;10;2022;18:00;1;92;92007;2;1;8;3;BRIAND (AVENUE ARISTIDE) N° 2 A 98;48,7998881231;2,3232586383
202200000488;2;5;2022;09:45;1;50;50391;1;2;1;1;Le Clos du Feu;48,6114200000; -1,1203370000
202200000489;20;10;2022;13:37;1;92;92040;2;3;1;3;DANTON;48,8254640000;2,2683670000
202200000490;25;3;2022;18:45;1;18;18138;1;1;1;1;;47,1068510000;2,2853060000
202200000491;6;5;2022;17:30;1;64;64477;2;1;1;6;D15;43,1814640000; -1,3245340000
202200000492;20;10;2022;19:13;5;92;92060;2;9;3;6;GENERAL LECLERC (AVENUE) (RD 60);48,7832753035;2,2663856149
202200000493;26;3;2022;15:30;1;43;43216;1;1;1;1;Tressac;45,1385540000;3,7951780000
202200000494;19;10;2022;14:20;1;92;92023;2;1;1;6;BIEVRES (RUE DE);48,7940300000;2,2651100000
202200000495;3;5;2022;13:30;1;18;18141;2;1;1;6;5 Rue Gilbert Demay;47,1434910000;2,2220330000
202200000496;19;10;2022;15:15;1;92;92009;2;1;1;2;MAURICE PELLETIER ( RUE );48,9112380000;2,2648920000
202200000497;23;3;2022;14:05;1;53;53097;2;6;1;2;Super U (Carburant);48,1476450000; -0,4130170000
202200000498;26;3;2022;16:50;1;85;85031;1;1;1;7;RD26 route du boupère;46,7695800000; -0,9522560000
202200000499;5;5;2022;18:30;1;07;07339;1;1;1;6;;44,6772060000;4,4607660000
202200000500;20;10;2022;08:15;2;35;35245;2;1;1;6;Rue Anne Macé;48,2147054409; -1,8924929202
202200000501;26;3;2022;07:13;2;48;48176;1;1;1;6;D63;44,2061960000;3,2895210000
202200000502;20;10;2022;18:50;2;01;01378;2;1;1;6;Chemin de la Riviere;45,8171210000;5,2065320000
202200000503;1;5;2022;12:30;1;07;07196;1;1;1;2;Route du Dauphine;44,5649300000;4,2224720000
202200000504;26;3;2022;07:45;1;987;98734;1;1;1;3;PK 29.200 - en face du magasin Proxi; -17,7413520000; -149,5727020000
202200000505;18;10;2022;09:20;1;95;95487;2;1;1;6;Rue Maurice Thorez;49,1504551291;2,2712570429
202200000506;6;5;2022;02:00;3;40;40123;1;1;1;6;PK07+600;43,8238150000; -1,0945130000
202200000507;19;10;2022;16:15;1;31;31467;2;1;1;3;Rue Léon Blum;43,6867330000;1,4202610000
202200000508;25;3;2022;17:30;2;13;13051;1;1;1;2;Route de Coudoux;43,5865320000;5,1597940000
202200000509;21;10;2022;15:20;1;28;28261;1;1;1;2;A11 au PK 090.800;48,2681120000;1,1533930000
202200000510;5;5;2022;23:00;5;85;85146;2;6;1;1;49 Avenue Villebois Mareuil;46,9825200000; -1,3179100000
202200000511;28;6;2022;12:15;1;69;69029;2;1;1;3;GENAS (DE)                          (RO);45,7498200000;4,9126000000
202200000512;21;10;2022;03:40;5;972;97205;2;1;1;6;Nationale 2;14,6428110000; -61,1369200000
202200000513;26;3;2022;17:25;1;45;45169;1;1;1;2;A10 PK 97+657;47,9107690000;1,8493290000
202200000514;5;5;2022;23:40;5;85;85177;2;1;1;6;2 Rue du port;46,4102600000; -0,8957280000
202200000515;28;12;2022;15:40;1;08;08362;2;1;1;6;1 Rue Henri Jadart;49,5104069939;4,3672906011
202200000516;26;3;2022;11:00;1;988;98811;2;1;1;7;Avenue de Koniambo; -21,0551060000;164,8639600000
202200000517;3;5;2022;19:20;3;973;97307;1;1;2;6;RD6;4,7909690000; -52,3547460000
202200000518;21;10;2022;08:55;1;01;01354;2;3;2;3;Rue de Genève;46,2421770000;6,0246440000
202200000519;31;12;2022;15:05;1;14;N/C;2;6;1;6;D577;48,8643370000; -0,8733480000
202200000520;25;3;2022;18:25;2;973;97305;1;1;1;1;Avenue de la Laitiere;4,9324870000; -52,4470140000
202200000521;1;5;2022;00:25;5;2A;2A004;2;1;1;7;BEVERINI VICO PAIR AVENUE;41,9265400000;8,7363900000
202200000522;5;5;2022;09:30;1;973;97307;1;1;1;1;Chemin de la Chaumiere;4,8922765735; -52,3481208086
202200000523;17;10;2022;05:05;3;14;14061;1;4;2;7;D577;48,9512900000; -0,8044800000
202200000524;2;6;2022;17:00;1;11;11262;2;1;1;2;;43,1872300000;2,9728800000
202200000525;11;10;2022;07:15;2;34;34095;1;1;1;3;Route Departementale 613;43,5607010000;3,7988660000
202200000526;6;5;2022;09:10;1;13;13087;1;1;1;6;Autoroute A8, PK36,328;43,4757040000;5,6232830000
202200000527;25;11;2022;16:00;1;22;22020;2;1;7;1;Rue de Dinan;48,3180610000; -2,2603940000
202200000528;19;10;2022;17:00;1;63;63132;1;1;1;7;lieu-dit Omaly;45,6497150000;3,5594840000
202200000529;19;12;2022;17:34;2;04;04157;1;1;1;6;départementale 8;43,8957750000;6,1121360000
202200000530;4;9;2022;23:50;5;2B;2B050;2;1;1;2;Résidence les eucalyptus;42,5500230000;8,7666000000
202200000531;21;10;2022;14:00;1;47;47069;2;3;2;3;D813;44,2194080000;0,5830000000
202200000532;21;3;2022;20:15;3;13;13088;1;1;1;1;RD 5;43,3614520000;5,2329580000
202200000533;5;5;2022;08:00;1;988;98831;1;3;1;3;Intersection VU 60 - Voie privée; -20,9305400000;164,7207500000
202200000534;8;10;2022;10:10;1;29;29025;1;1;1;7;Lieu Dit Pen Ar Hoat;48,1567609700; -4,0622620580
202200000535;2;4;2022;11:50;1;13;13071;1;1;1;5;A51-Sens Marseille vers Aix en Provence;43,4151000000;5,3650000000
202200000536;26;3;2022;07:55;1;77;77415;1;3;1;1;D603;48,9508596726;3,0593628398
202200000537;6;5;2022;19:00;5;988;98809;1;1;1;1;RM6; -22,6545020000;167,4449600000
202200000538;13;10;2022;12:20;1;29;29069;1;1;2;1;Route de Saint-Pierre ;48,4062010000; -4,5516660000
202200000539;27;3;2022;00:20;3;66;66190;1;1;1;6;A9 PK 238+500;42,8169960000;2,9073160000
202200000540;5;5;2022;18:00;3;986;98613;2;1;1;3;Utufua; -13,3398220000; -176,1949490000
202200000541;17;10;2022;13:15;1;29;29195;2;1;1;7;Lieu dit Kreiz Ker;48,6179990000; -4,5545300000
202200000542;3;1;2022;18:30;5;78;78498;2;1;2;6;DEVAUX BD;48,9315600000;2,0470600000
202200000543;17;3;2022;22:20;3;13;13007;1;1;1;5;D560;43,3785918649;5,6902098656
202200000544;26;3;2022;16:00;1;13;13085;1;1;1;6;D1;43,2562990000;5,6486250000
202200000545;19;10;2022;09:25;1;38;38561;1;1;1;2;D519;45,3365490000;5,1856060000
202200000546;8;4;2022;19:00;1;57;57487;2;3;1;3;VERDUN (RUE DE );49,1075300000;6,1062300000
202200000547;3;5;2022;16:15;1;13;13040;1;1;1;3;Route Departementale 96;43,4346910000;5,5611040000
202200000548;21;10;2022;00:00;3;38;38012;1;1;2;7;D592 Route de Belley Pont de Cordon Saint-Didier;45,6241150000;5,6143570000
202200000549;29;11;2022;17:10;1;69;69259;2;9;1;2;Rue Albert Einstein;45,6980464351;4,8770250558
202200000550;25;3;2022;16:15;1;68;68249;1;1;1;3;D48;48,1014200000;7,1356310000
202200000551;19;10;2022;23:54;4;38;38183;1;1;1;6;D82;45,5923300000;5,5806260000
202200000552;17;6;2022;16:00;1;06;06048;2;1;1;3;RD 2204;43,8065870000;7,3273540000
202200000553;6;5;2022;01:30;3;33;33199;2;1;1;2;N250;44,6166010000; -1,1087850000
202200000554;25;3;2022;15:00;1;67;67282;1;1;1;1;D1004;48,6230560000;7,4737870000
202200000555;25;11;2022;11:00;1;78;78158;2;9;1;6;POTTIER (RUE);48,8277300000;2,1258900000
202200000556;21;10;2022;16:45;1;03;03212;2;1;1;6;Rue du Plan d'Eau;46,3283390000;2,5135620000
202200000557;25;3;2022;23:45;3;67;67046;1;1;1;1;départementale 29;48,7566590000;7,8870620000
202200000558;2;5;2022;18:00;1;77;77115;1;1;1;7;D28;48,2528550000;2,9706430000
202200000559;21;10;2022;14:00;1;14;14143;1;1;1;6;Rue de l’Abbaye;49,0966768826; -0,7747936249
202200000560;30;12;2022;18:30;3;32;32377;1;1;1;1;RD654 PR58+200;43,7227650000;0,9272130000
202200000561;3;5;2022;19:35;1;91;91461;1;1;1;7;Route de Baillot;48,5983770000;2,2161580000
202200000562;25;3;2022;14:30;1;88;88101;1;3;1;3;D159;48,1444020000;6,5992160000
202200000563;20;10;2022;07:00;3;60;60238;1;1;2;6;D1017;49,2767930000;2,5943720000
202200000564;30;12;2022;14:30;1;91;91657;2;1;2;3;RUE DU MUGUET;48,6994300000;2,4265100000
202200000565;3;5;2022;12:30;1;2B;2B355;1;1;1;1;T20;42,5087420000;9,3561460000
202200000566;25;3;2022;16:30;1;57;57211;1;9;7;3;Rue du Pre Meunier;49,1897150000;6,1447960000
202200000567;17;12;2022;02:40;5;91;91521;2;1;1;7;BROSSOLETTE (RUE PIERRE) N°1 A 81;48,6485920000;2,4079960000
202200000568;20;10;2022;10:50;1;64;64559;2;1;6;3;d11 04+100;43,2507360000; -0,8788420000
202200000569;27;12;2022;18:55;5;91;91687;2;1;1;7;ROCHEFOUCAULT (RUE DE LA);48,6652500000;2,3619500000
202200000570;1;5;2022;19:15;1;13;13089;2;1;1;1;CD 24;43,8388760000;4,9451140000
202200000571;21;10;2022;10:15;1;18;18087;2;1;7;6;Rue de Boissereau;46,8860670000;2,5627860000
202200000572;25;3;2022;18:15;1;38;38481;1;1;1;3;Route de St Victor;45,5558910000;5,3494630000
202200000573;1;12;2022;13:45;1;75;75102;2;3;8;6;RUE MONTORGUEIL;48,8651410000;2,3469170000
202200000574;26;3;2022;16:27;1;38;38565;2;1;1;7;135 Rue Beyle Stendhal;45,2769060000;5,6480460000
202200000575;12;8;2022;03:00;5;972;97231;1;1;1;6;RD7;14,5337850000; -61,0258230000
202200000576;21;10;2022;08:40;1;43;43205;1;9;1;6;D500;45,3528540000;4,3160390000
202200000577;26;3;2022;16:37;1;76;76261;1;2;1;3;Route des Brouillards;49,5642370000;1,5474110000
202200000578;9;10;2022;10:46;2;16;16096;1;1;1;2;D178;45,8135130000;0,5407730000
202200000579;8;11;2022;17:10;1;14;14047;2;1;1;7;Rue Eustache de Boulogne;49,2876210000; -0,7149120000
202200000580;27;12;2022;13:38;1;36;36159;1;1;9;7;ROUTE DEPARTEMENTALE 990;46,7063200000;1,7504000000
202200000581;25;3;2022;20:30;5;60;60589;1;9;1;6;D1016;49,2324764758;2,4708445072
202200000582;21;12;2022;18:00;5;36;36044;2;4;9;3;;46,8197100000;1,7110100000
202200000583;25;3;2022;18:48;2;13;13005;1;1;1;4;A50 - Sens Aubagne vers Marseille;43,2777600000;5,5867500000
202200000584;14;12;2022;15:03;1;36;36044;2;1;1;6;Avenue d'Argenton;46,7957701547;1,6650724411
202200000585;21;10;2022;17:30;2;07;07181;1;1;3;4;RD104;44,7585430000;4,7362020000
202200000586;24;3;2022;17:00;1;13;13117;1;1;1;7;A7-Sens Lyon vers Marseille;43,4268800000;5,2627000000
202200000587;15;10;2022;01:35;3;42;42044;1;1;1;3;N88;45,3933700000;4,3247000000
202200000588;24;3;2022;17:17;1;13;13211;1;1;1;3;A50-Sens Marseille vers Aubagne;43,2929784052;5,4763774141
202200000589;2;10;2022;03:45;3;42;42005;1;1;1;2;A72;45,5249310000;4,2884540000
202200000590;21;10;2022;08:30;1;53;53019;1;1;1;3;la Petite Lande;47,9679230000; -0,3778160000
202200000591;24;3;2022;17:22;1;13;13071;1;1;1;2;A51-Sens Aix en Provence vers Marseille;43,4152800000;5,3647900000
202200000592;28;9;2022;13:15;1;22;22050;2;1;2;2;Rue Carnot;48,4564790000; -2,0511720000
202200000593;2;9;2022;01:00;3;22;22302;2;1;3;-1;Rue de Dinan;48,5901400000; -2,1916670000
202200000594;24;3;2022;10:00;1;13;13005;1;1;1;2;A50-Sens Aubagne vers Marseille;43,2785000000;5,5862200000
202200000595;18;10;2022;07:00;5;87;87154;2;9;1;3;Avenue Henri Barbusse;45,8928870000;0,9074070000
202200000596;20;10;2022;07:25;1;30;30294;2;9;1;1;7 Chemin de Saint Hilaire;44,1290370000;4,1293120000
202200000597;23;3;2022;13:34;1;13;13212;1;1;1;3;A507 sens Aubagne- Marseille;43,2943720000;5,4243920000
202200000598;16;9;2022;15:50;1;03;03038;1;1;1;2;;46,3150700000;3,2244650000
202200000599;25;3;2022;14:00;1;69;69297;1;1;1;3;Autoroute 47;45,5885198982;4,7928897142
202200000600;20;10;2022;19:15;3;13;13008;1;1;1;1;Route Departementale 16;43,6688960000;5,1517080000
202200000601;19;3;2022;12:00;1;54;54528;1;1;1;2;Nationale 4;48,6505520000;5,8738790000
202200000602;20;10;2022;09:00;1;35;35210;1;1;2;7;;48,1377690000; -1,7724040000
202200000603;18;10;2022;12:50;1;22;22187;2;6;1;6;EUROPE (Rdp de l');48,5332400000; -2,7598800000
202200000604;25;3;2022;20:30;4;33;33318;1;1;1;7;ROCADE A 630;44,7911400000; -0,6457800000
202200000605;22;12;2022;18:00;1;988;98821;1;1;1;5;; -22,1021500000;166,3207000000
202200000606;25;3;2022;14:45;1;33;33013;1;1;1;3;;44,8611200000; -0,5041600000
202200000607;20;10;2022;12:10;1;06;06152;1;1;1;2;Route des Cretes;43,6265490000;7,0443830000
202200000608;16;10;2022;02:30;3;11;11126;1;1;1;7;D6;43,2267448519;2,6997704031
202200000609;25;3;2022;18:40;1;78;78498;1;1;1;2;A13;48,9150020000;2,0056050000
202200000610;15;1;2022;10:13;1;13;13211;1;1;1;6;A50-Sens Marseille vers Aubagne;43,2920614867;5,4530721902
202200000611;25;3;2022;13:10;1;92;92064;1;1;1;2;A13;48,8397805788;2,2045647677
202200000612;20;10;2022;17:20;1;67;67506;1;9;3;3;autoroute A4 PK 472+500;48,6740700000;7,7357270000
